Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
Lagos,Lexus,RX,2003,Blue,3.1,foreign used,58700.0
Abuja,Mercedes-Benz,C300,2015,Blue,12.55,foreign used,109541.0
Abuja,Lexus,IS,2008,White,3.8,foreign used,72366.0
Lagos,Toyota,Highlander,2018,Blue,19.0,foreign used,72366.0
Abuja,Honda,CR-V 2,2000,Green,1.2,nigerian used,112366.0
Lagos,Lexus,RX 350 AWD,2009,Black,5.95,foreign used,94756.0
Abuja,Land Rover,Range Rover Velar P380 HSE R-Dynamic 4x4,2018,Gray,43.0,foreign used,72366.0
Abuja,Mercedes-Benz,GLK-Class 350 SUV,2013,White,9.8,foreign used,43000.0
Abuja,Peugeot,406,2003,Blue,1.95,nigerian used,112366.0
Abuja,Mercedes-Benz,M Class ML 350 TEC 4Matic,2012,Black,10.8,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2013,White,6.6,foreign used,98585.0
Ibadan,Toyota,Avensis,2004,Silver,1.95,foreign used,98361.0
Lagos,Toyota,4-Runner Limited,2008,White,3.9,foreign used,1.0
Lagos,Mercedes-Benz,E300,2017,White,23.5,foreign used,72366.0
Lagos,Lexus,ES 350,2007,Black,4.3,foreign used,84123.0
Abuja,Lexus,GX 470 Sport Utility,2008,Black,3.6,nigerian used,120316.0
Lagos,Mercedes-Benz,GL Class GL 550,2013,Black,14.5,foreign used,33000.0
Lagos,Lexus,RX 330,2004,Blue,2.81,nigerian used,19817.0
Lagos,Honda,Accord,2008,Black,2.03,nigerian used,241059.0
Abuja,Mercedes-Benz,GL-Class GL 450,2008,Gold,2.81,nigerian used,245744.0
Ibadan,Toyota,Highlander Limited V6,2005,Black,3.85,foreign used,850000.0
Lagos,Lexus,ES 350 FWD Off,2015,White,7.7,nigerian used,40000.0
Lagos,Maserati,Levante,2018,White,45.0,foreign used,72366.0
Lagos,Nissan,Rogue,2011,Gray,4.05,foreign used,335021.0
Lagos,Toyota,Highlander,2015,White,14.0,foreign used,67877.0
Abuja,Toyota,Camry,2011,Gold,3.85,foreign used,85000.0
Abuja,Toyota,Camry,2010,Blue,3.9,foreign used,72366.0
Abuja,Lexus,IS 250,2008,Blue,4.2,foreign used,72366.0
Abuja,Toyota,Sienna XLE 7 Passenger,2010,Gray,7.2,foreign used,55355.0
Lagos,Acura,MDX,2009,Black,4.35,foreign used,72366.0
Lagos,Mercedes-Benz,A-Class,2001,Black,1.47,foreign used,247568.0
Lagos,Toyota,Camry,2006,Green,1.74,nigerian used,274268.0
Lagos,Lexus,ES,2006,Silver,3.1,foreign used,72366.0
Abuja,Mercedes-Benz,E400,2018,Blue,30.0,foreign used,11000.0
Lagos,Acura,MDX,2010,Silver,6.35,foreign used,72366.0
Abuja,Toyota,Corolla,2017,Black,6.5,foreign used,72366.0
Lagos,Acura,MDX,2010,Gray,6.5,foreign used,75000.0
Lagos,Toyota,Camry,2015,Gray,6.18,foreign used,59855.0
Abuja,Hyundai,Genesis 5 RWD,2016,Black,27.0,foreign used,69000.0
Lagos,Lexus,ES 350,2008,Gray,4.35,foreign used,85000.0
Lagos,Acura,MDX,2014,Gray,11.5,foreign used,72366.0
Lagos,Lexus,RX 350 FWD,2017,Black,18.5,foreign used,72366.0
Abuja,Toyota,4-Runner,2020,Black,37.0,foreign used,1100.0
Lagos,Honda,Accord,2013,Brown,3.71,nigerian used,53298.0
Ibadan,Toyota,Tacoma PreRunner Access Cab,2011,Gray,12.0,foreign used,72366.0
Lagos,Lexus,RX,2015,White,12.2,foreign used,45000.0
Ibadan,Kia,Rio 1.3 LS,2009,Blue,1.24,nigerian used,29277.0
Abuja,Mercedes-Benz,G-Class,2007,Black,11.0,nigerian used,140000.0
Lagos,Lexus,RX,2002,Silver,3.3,foreign used,92483.0
Lagos,Lexus,RX,2018,Gray,20.5,foreign used,72366.0
Abuja,Mercedes-Benz,E350,2012,Black,5.7,foreign used,72366.0
Lagos,Renault,Kangoo,2002,Red,1.01,nigerian used,396182.0
Lagos,Mercedes-Benz,GLE-Class,2018,Black,52.0,foreign used,72366.0
Ibadan,Nissan,Sentra 2,2008,Black,1.4,nigerian used,1250000.0
Abuja,Mercedes-Benz,E350,2010,Gray,5.85,nigerian used,112366.0
Abuja,Mercedes-Benz,C250,2013,White,4.9,foreign used,72366.0
Abuja,BMW,X3 xDrive28i,2013,Gray,4.3,nigerian used,180000.0
Lagos,Lexus,ES 350,2007,Red,4.65,foreign used,181000.0
Ibadan,Toyota,Camry,2007,Green,3.9,foreign used,121580.0
Abuja,Toyota,Camry,2009,Gray,3.5,nigerian used,121580.0
Abuja,Lexus,RX 330,2005,Black,3.55,nigerian used,86358.0
Lagos,Toyota,Tacoma Limited,2017,Blue,19.5,foreign used,28940.0
Abuja,Toyota,Highlander Sport,2010,Red,6.5,foreign used,77404.0
Ibadan,Suzuki,Vitara,2008,Gray,1.0,nigerian used,112366.0
Abuja,Lexus,ES 300,2002,Black,3.4,foreign used,93352.0
Lagos,Toyota,Camry,2011,Silver,3.93,foreign used,230545.0
Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),2018,White,14.0,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2011,Gold,4.55,foreign used,86000.0
Abuja,Lexus,RX 330 4WD,2005,Gray,3.5,nigerian used,132021.0
Ibadan,Toyota,Camry 2.4 LE,2008,Silver,3.2,nigerian used,112366.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2010,Black,7.5,foreign used,46345.0
Abuja,Citroen,C4,2005,White,1.26,foreign used,234477.0
Abuja,Toyota,Land Cruiser Prado,2018,Black,27.0,foreign used,25000.0
Abuja,Mercedes-Benz,GLK-Class,2011,Black,8.0,foreign used,72366.0
Abuja,Honda,Accord,2014,Gray,4.45,nigerian used,112366.0
Abuja,Toyota,Hilux 2.5 D-4d Double Cab,2008,White,3.0,nigerian used,123572.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2007,Silver,5.2,foreign used,69000.0
Abuja,Toyota,Tundra,2008,Silver,4.0,nigerian used,112366.0
Lagos,Toyota,4-Runner Sport Edition V6 4x4,2005,Silver,4.2,foreign used,78371.0
Abuja,Lexus,ES 350 FWD,2013,Black,8.79,foreign used,33000.0
Abuja,Hyundai,Sonata,2011,Silver,4.0,foreign used,98012.0
Abuja,Toyota,Corolla S,2004,Gray,1.85,nigerian used,112366.0
Ibadan,Toyota,Camry,2010,Green,3.6,foreign used,72366.0
Abuja,BMW,X5,2019,Gray,49.5,foreign used,72366.0
Abuja,Volkswagen,Golf Plus 1.4i,2004,Silver,1.3,foreign used,100000.0
Ibadan,Toyota,Camry,2009,White,3.25,foreign used,72366.0
Ibadan,Lexus,RX 350 AWD,2012,White,8.6,foreign used,72366.0
Abuja,Ford,Escape XLS,2009,Silver,4.5,foreign used,33490.0
Abuja,Mercedes-Benz,E300,2017,Black,17.0,foreign used,72366.0
Lagos,Lexus,RX 350 AWD,2014,Black,12.5,foreign used,72366.0
Abuja,Toyota,Highlander,2009,Blue,7.5,foreign used,72366.0
Abuja,Pontiac,Solstice Pitbull V8,2007,White,4.5,nigerian used,112366.0
Ibadan,Toyota,FJ Cruiser,2006,Blue,2.8,nigerian used,125639.0
Lagos,Toyota,Camry SE (2.5L 4cyl 8A),2019,White,18.0,foreign used,72366.0
Abuja,Toyota,Highlander XLE FWD,2020,Red,38.0,foreign used,1114.0
Lagos,Toyota,Sequoia,2004,Red,3.25,foreign used,72366.0
Abuja,Toyota,Highlander Limited,2012,Black,9.15,foreign used,45635.0
Abuja,Toyota,Matrix,2006,White,2.8,foreign used,72366.0
Lagos,Toyota,Matrix,2003,Blue,14.63,nigerian used,260854.0
Lagos,Mercedes-Benz,GL Class,2014,Black,17.5,foreign used,59218.0
Lagos,Mercedes-Benz,M Class,2014,White,14.0,foreign used,71228.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2010,Black,7.5,foreign used,70852.0
Lagos,Nissan,Altima,2008,Green,3.38,foreign used,125945.0
Abuja,Toyota,Camry SE FWD,2020,Black,13.0,foreign used,6215.0
Abuja,Toyota,Camry,2013,Black,5.5,foreign used,72366.0
Lagos,Toyota,Sienna,2011,Black,7.2,foreign used,72366.0
Lagos,Toyota,Corolla,2004,Silver,1.69,nigerian used,226598.0
Lagos,Mercedes-Benz,C300,2010,Black,5.28,foreign used,140000.0
Abuja,Lexus,ES 350,2007,Silver,3.45,nigerian used,135263.0
Abuja,Honda,Pilot,2013,Black,8.5,foreign used,72366.0
Abuja,Toyota,Venza,2011,Gray,5.16,foreign used,148334.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2012,Silver,10.8,foreign used,82000.0
Lagos,Lexus,IS,2008,Black,3.0,nigerian used,102000.0
Abuja,Toyota,Hilux,2014,White,11.95,foreign used,45852.0
Abuja,Lexus,RX,2008,Silver,8.4,foreign used,72366.0
Abuja,Toyota,Camry,2020,White,17.0,foreign used,2231.0
Abuja,Toyota,RAV4,2010,Silver,5.5,foreign used,42131.0
Abuja,Dodge,RAM,2008,White,5.5,foreign used,58888.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2012,Silver,11.2,foreign used,72366.0
Abuja,Toyota,Camry,2010,Gray,2.36,nigerian used,254759.0
Abuja,Toyota,Corolla,2015,White,4.5,nigerian used,112366.0
Abuja,Mercedes-Benz,G-Class,2014,White,35.0,nigerian used,110000.0
Abuja,Mercedes-Benz,E300,2021,Brown,55.0,brand new,811.0
Lagos,Toyota,Tacoma TRD Off Road,2018,Red,18.3,foreign used,72366.0
Abuja,Mercedes-Benz,M Class ML 350 4Matic,2008,Black,2.9,nigerian used,70000.0
Lagos,Lexus,GX,2016,Brown,23.0,foreign used,72366.0
Abuja,Kia,Sorento 2.5 CRDi,2010,Silver,2.55,foreign used,75321.0
Abuja,Lexus,GS 300 AWD,2006,Gray,3.2,nigerian used,101864.0
Abuja,Lexus,RX 350 FWD,2013,Gold,10.3,foreign used,72366.0
Abuja,Mini,Cooper S,2010,White,1.8,nigerian used,55000.0
Abuja,Lexus,LX 570 AWD,2021,Black,100.0,brand new,100.0
Abuja,Mercedes-Benz,GLE-Class,2018,White,45.0,foreign used,32200.0
Abuja,Peugeot,406,2005,Green,3.25,foreign used,104521.0
Lagos,Toyota,Corolla,2010,Gray,3.38,nigerian used,139897.0
Lagos,Lexus,RX 350,2007,Silver,5.0,foreign used,92000.0
Lagos,Toyota,Highlander XLE,2019,White,21.5,foreign used,6100.0
Lagos,Lexus,ES 350,2011,Black,5.5,foreign used,125938.0
Lagos,Mercedes-Benz,GLK-Class 350,2014,Blue,12.0,foreign used,68000.0
Abuja,Toyota,Venza V6 AWD,2010,Red,5.15,nigerian used,102000.0
Abuja,Toyota,Camry,2012,Gray,4.95,foreign used,95000.0
Abuja,Toyota,Matrix,2006,Silver,2.7,foreign used,98248.0
Abuja,Mercedes-Benz,C300,2016,Gray,14.85,foreign used,36528.0
Abuja,Honda,Accord Crosstour EX-L AWD,2011,Blue,4.0,foreign used,72366.0
Lagos,Mercedes-Benz,GLK-Class,2010,Silver,7.3,foreign used,72366.0
Lagos,Infiniti,Fx,2005,Orange,2.25,foreign used,126293.0
Ibadan,Toyota,Camry,2010,Silver,2.84,nigerian used,109667.0
Abuja,Nissan,Qashqai,2008,Brown,2.48,nigerian used,68398.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2011,Black,7.3,foreign used,58632.0
Lagos,Toyota,Corolla,2014,Black,4.73,nigerian used,71601.0
Abuja,Mercedes-Benz,C-Class C 350 (C204),2012,Black,4.6,nigerian used,112366.0
Lagos,Lexus,RX 350 2WD,2020,White,29.0,foreign used,72366.0
Abuja,Mercedes-Benz,GLK-Class,2013,White,7.8,nigerian used,74574.0
Abuja,Toyota,Land Cruiser 5.7 V8,2012,Black,22.0,foreign used,7000.0
Lagos,Lexus,IS 250 AWD Automatic,2010,White,6.0,foreign used,72366.0
Abuja,Toyota,Avalon Limited,2007,Gray,3.65,foreign used,46052.0
Ibadan,Honda,Accord CrossTour EX-L AWD,2010,Silver,4.2,foreign used,75000.0
Lagos,Toyota,4-Runner,2013,Gray,16.5,foreign used,55000.0
Lagos,Toyota,Tacoma,2014,Black,12.2,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2009,Black,4.7,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2009,Black,3.5,nigerian used,120370.0
Lagos,Toyota,Camry,2012,Gray,6.2,foreign used,70662.0
Abuja,Toyota,Camry,2012,Silver,5.0,foreign used,72366.0
Abuja,Lexus,IS 250 4WD,2015,Gray,11.8,foreign used,72366.0
Abuja,Honda,Accord Sedan EX Automatic,2010,Silver,1.85,nigerian used,112366.0
Lagos,Lexus,IS 250 Automatic,2012,Silver,5.4,foreign used,84217.0
Abuja,Peugeot,508,2017,Silver,10.0,nigerian used,112366.0
Abuja,Toyota,Corolla,2013,Silver,3.8,nigerian used,112366.0
Lagos,Lexus,GX 460 Luxury,2016,Gray,19.5,foreign used,32500.0
Lagos,Lexus,GX 460 Luxury,2008,Gray,18.5,foreign used,17000.0
Lagos,Toyota,Camry,2013,Red,5.95,foreign used,72366.0
Abuja,Toyota,Sienna,2014,Black,8.85,foreign used,51423.0
Lagos,Toyota,Camry,2008,Silver,3.9,foreign used,78000.0
Lagos,Lexus,GX 470 Sport Utility,2006,Gold,6.7,foreign used,72366.0
Lagos,Lexus,GX 460 Luxury,2014,Silver,23.0,foreign used,72366.0
Abuja,Lexus,ES 350,2008,Red,3.55,nigerian used,65214.0
Ibadan,Lexus,ES 330,2005,Silver,2.85,foreign used,86000.0
Ibadan,Acura,TSX 2.4,2010,Gold,3.35,foreign used,110087.0
Lagos,Mercedes-Benz,GLE-Class,2016,Brown,33.3,foreign used,41774.0
Abuja,Toyota,Corolla,2017,Beige,6.5,foreign used,84000.0
Lagos,Lexus,ES 350,2008,Gray,4.5,foreign used,110000.0
Lagos,Lexus,RX 350,2011,Silver,9.15,foreign used,96321.0
Abuja,Toyota,Camry,2008,Gray,3.6,foreign used,131654.0
Lagos,Toyota,Camry,2007,Green,4.0,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2015,Black,12.0,foreign used,42235.0
Ibadan,Hyundai,Accent 1.6,2007,Green,1.69,foreign used,167006.0
Abuja,Ford,Econoline,2001,Silver,4.5,nigerian used,173113.0
Ibadan,Toyota,Corolla LE,2007,Black,2.15,nigerian used,112366.0
Lagos,Toyota,4-Runner SR5 V6,2007,Beige,6.4,foreign used,122800.0
Abuja,Pontiac,Vibe,2008,Blue,3.1,foreign used,42000.0
Abuja,Ford,Edge,2015,Blue,9.9,foreign used,31594.0
Lagos,Nissan,Altima,2013,Gray,3.04,nigerian used,79710.0
Ibadan,Toyota,Camry,2007,Green,3.5,foreign used,102000.0
Abuja,Toyota,Land Cruiser 4.5 V8 GXR,2012,Black,16.5,nigerian used,86000.0
Lagos,Lexus,GX 460 Base,2019,Silver,37.0,foreign used,17000.0
Ibadan,Toyota,Camry,2007,Gold,4.02,foreign used,141956.0
Abuja,Honda,Accord,2005,Blue,1.3,nigerian used,95000.0
Lagos,Toyota,Camry,2008,Gold,3.95,foreign used,78635.0
Abuja,Mercedes-Benz,C300,2008,Silver,2.95,foreign used,72366.0
Lagos,Lexus,RX,1999,Brown,3.05,foreign used,72366.0
Abuja,Lexus,RX,2020,Gray,25.0,foreign used,72366.0
Lagos,Toyota,Tacoma Limited,2017,Gray,20.0,foreign used,24000.0
Lagos,Lexus,IS 250 AWD,2007,Silver,3.88,foreign used,72366.0
Lagos,Lexus,GX,2018,Gold,20.5,foreign used,145278.0
Abuja,Lexus,ES 350,2012,Black,6.0,foreign used,80000.0
Abuja,Mercedes-Benz,GLE-Class,2016,Black,25.0,foreign used,72366.0
Lagos,Toyota,Camry,2009,Silver,3.75,foreign used,156750.0
Ibadan,Honda,Accord,2008,Gray,2.25,nigerian used,204455.0
Ibadan,Toyota,Venza,2011,Silver,6.75,nigerian used,113567.0
Lagos,Lexus,ES 350,2008,White,3.5,nigerian used,112366.0
Lagos,Toyota,Highlander Limited 4x4,2009,White,8.0,foreign used,153000.0
Ibadan,Toyota,Camry,2013,Silver,5.55,foreign used,27651.0
Abuja,Toyota,Avalon,2015,Black,9.0,foreign used,42000.0
Abuja,Toyota,Sienna LE 7 Passenger,2011,Red,6.5,foreign used,45760.0
Lagos,Toyota,Camry,2003,Black,1.35,nigerian used,317677.0
Ibadan,Toyota,Camry,2011,Silver,4.6,foreign used,80136.0
Abuja,Toyota,Land Cruiser Prado EXR,2019,Black,36.0,brand new,700.0
Abuja,BMW,7 Series,2018,White,48.0,foreign used,33300.0
Abuja,Toyota,Camry XSE V6 FWD,2020,Black,67.0,brand new,1010.0
Lagos,Lexus,RX 350L 4WD,2020,Gray,30.0,foreign used,72366.0
Abuja,Toyota,Sienna LE 7 Passenger,2010,Burgandy,4.9,foreign used,148524.0
Ibadan,BMW,330i,2001,Black,0.9,nigerian used,90828.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2012,Black,12.0,foreign used,72366.0
Abuja,Toyota,Corolla,2013,Blue,4.8,foreign used,72366.0
Lagos,Lexus,GX 470,2007,Gold,7.9,foreign used,72366.0
Lagos,Toyota,Camry 2.4 LE,2008,Black,4.1,foreign used,72366.0
Lagos,Acura,MDX Base SH-AWD,2020,Gray,23.7,foreign used,2443.0
Abuja,Toyota,Corolla,2010,Red,3.35,foreign used,75000.0
Abuja,Toyota,Camry,2015,Blue,5.65,nigerian used,56000.0
Abuja,Mercedes-Benz,E350,2006,Silver,2.08,nigerian used,233174.0
Lagos,Ford,Edge SE 4dr FWD (3.5L 6cyl 6A),2007,Red,1.69,nigerian used,98172.0
Lagos,Lexus,GX,2017,White,21.0,foreign used,24995.0
Lagos,Lexus,Lx,1999,Gold,2.03,foreign used,95812.0
Lagos,Lexus,RX,2010,Red,9.79,foreign used,344424.0
Ibadan,Toyota,Camry,2018,Silver,13.0,foreign used,72366.0
Lagos,Toyota,4-Runner Limited,2004,Black,4.65,foreign used,75483.0
Lagos,Lexus,ES 350,2008,Gold,5.0,foreign used,61135.0
Lagos,Toyota,Camry,2009,Red,3.6,foreign used,108412.0
Lagos,Lexus,RX 330,2005,Black,5.15,foreign used,72366.0
Lagos,Toyota,Tacoma Access Cab,2010,Blue,8.0,foreign used,72366.0
Abuja,Toyota,Highlander Limited V6,2006,Green,3.85,foreign used,72366.0
Lagos,Lexus,RX 350 2WD,2020,Gold,28.0,foreign used,8000.0
Lagos,Lexus,LX 570 (5 Seats) AWD,2020,Black,82.0,foreign used,4142.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2010,Gray,7.4,foreign used,72366.0
Lagos,Lexus,RX,2010,Black,9.3,foreign used,41275.0
Lagos,Toyota,Camry,2012,White,5.63,foreign used,220888.0
Lagos,Toyota,RAV4,2015,Red,9.0,foreign used,65000.0
Lagos,Mercedes-Benz,M Class,2014,Silver,14.8,foreign used,48000.0
Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2008,Brown,3.9,foreign used,85000.0
Abuja,Toyota,Camry,2018,Black,18.0,foreign used,7000.0
Abuja,Mercedes-Benz,CLK,2006,Gray,2.53,foreign used,154140.0
Lagos,Volkswagen,Tiguan,2018,Blue,29.25,foreign used,72831.0
Lagos,Toyota,Tacoma,2010,White,8.6,foreign used,58471.0
Lagos,Mercedes-Benz,C43,2017,Black,23.0,foreign used,72366.0
Lagos,Lexus,GX,2018,Black,28.5,foreign used,72366.0
Ibadan,Lexus,ES 350 FWD,2013,Blue,6.4,nigerian used,67334.0
Abuja,Toyota,Camry,2015,Gray,7.0,foreign used,75000.0
Lagos,Toyota,Tacoma,2010,Blue,7.3,foreign used,78540.0
Lagos,Mercedes-Benz,M Class,2010,Black,6.5,foreign used,15326.0
Abuja,Toyota,Corolla,2017,Silver,5.2,nigerian used,90000.0
Abuja,Mercedes-Benz,C230,2006,Black,1.4,nigerian used,112366.0
Lagos,Toyota,Camry,2005,Black,2.81,foreign used,206681.0
Lagos,Mercedes-Benz,M Class,2014,Gray,10.5,nigerian used,112366.0
Abuja,Toyota,Corolla,2021,Black,17.5,foreign used,3120.0
Ibadan,Nissan,Micra Visia 1.2,2005,Blue,1.45,foreign used,79000.0
Abuja,Toyota,Camry 2.4 LE,2008,Silver,3.65,foreign used,48090.0
Abuja,Toyota,Corolla,2015,Black,6.2,foreign used,85031.0
Lagos,Lexus,RX,2013,Gold,9.6,foreign used,20653.0
Lagos,Acura,MDX,2008,Black,3.8,foreign used,65412.0
Abuja,Toyota,Corolla,2008,Silver,2.5,nigerian used,112366.0
Lagos,Mercedes-Benz,M Class,2015,Gray,13.5,foreign used,40289.0
Abuja,Mercedes-Benz,M Class ML 350 4Matic,2013,Black,11.5,nigerian used,70127.0
Lagos,Toyota,RAV4,2017,Gray,12.85,foreign used,30000.0
Lagos,Lexus,ES 350,2009,Gold,4.5,foreign used,23166.0
Lagos,Mercedes-Benz,M Class,2010,White,7.3,foreign used,68529.0
Lagos,Lexus,RX 350L 4WD,2021,Silver,33.0,brand new,811.0
Lagos,Mercedes-Benz,GLS-Class GLS550 4Matic,2017,Black,33.0,foreign used,70000.0
Lagos,Volkswagen,Passat,2007,Green,1.46,nigerian used,227134.0
Lagos,Land Rover,Range Rover Sport,2008,White,3.2,nigerian used,112366.0
Ibadan,Toyota,Corolla,2004,Black,2.65,foreign used,72366.0
Abuja,Toyota,Corolla 1.4 Sol Combi,2004,Blue,2.0,nigerian used,112366.0
Abuja,Mercedes-Benz,CLA-Class,2014,Black,16.5,foreign used,72366.0
Lagos,Lexus,RX 350L Luxury FWD,2019,White,23.0,foreign used,42000.0
Ibadan,Nissan,Frontier SVE V6 King Cab 4WD,2004,Silver,3.35,foreign used,72366.0
Lagos,Hyundai,Sonata,2012,White,3.8,foreign used,72366.0
Abuja,Honda,Accord,2013,Black,4.6,nigerian used,54000.0
Abuja,Lexus,RX,2008,Gray,9.5,foreign used,54878.0
Abuja,Mercedes-Benz,S-Class,2005,Silver,1.65,foreign used,72366.0
Ibadan,Toyota,Corolla CE,2006,Gold,2.65,foreign used,97000.0
Lagos,Toyota,Venza V6,2010,Silver,7.5,foreign used,72000.0
Lagos,Hyundai,Sonata,2014,White,7.29,foreign used,127534.0
Abuja,Lexus,RX,2014,Brown,9.8,foreign used,56000.0
Lagos,Mercedes-Benz,Sprinter,2001,White,4.49,foreign used,604158.0
Abuja,Toyota,Venza V6,2012,Red,8.0,foreign used,100101.0
Lagos,Lexus,RX,2005,Black,5.0,foreign used,72366.0
Abuja,Toyota,Hilux 2.7 VVT-i 4X4 SRX,2010,White,6.5,nigerian used,112366.0
Lagos,Toyota,Tacoma 4dr Double Cab,2016,Black,17.5,foreign used,72366.0
Abuja,Toyota,Venza V6 AWD,2010,Black,5.6,nigerian used,112366.0
Lagos,Toyota,Highlander Limited,2010,Black,7.35,nigerian used,89754.0
Abuja,Mercedes-Benz,G-Class,2021,Black,53.0,brand new,11836.0
Lagos,Kia,Cerato,2011,Gray,1.69,nigerian used,122290.0
Ibadan,Lexus,RX 350 AWD,2013,Black,12.0,foreign used,98000.0
Lagos,Toyota,Yaris,2010,Blue,1.35,nigerian used,195769.0
Abuja,Toyota,Corolla LE,2004,Green,2.05,nigerian used,50000.0
Ibadan,Opel,Zafira 1.6,2005,Silver,1.9,foreign used,156000.0
Abuja,Mercedes-Benz,C300,2016,White,13.7,foreign used,72366.0
Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),2018,Red,12.5,foreign used,40000.0
Abuja,Hyundai,Sonata,2015,Silver,7.0,foreign used,60000.0
Lagos,Mercedes-Benz,GLC-Class,2018,White,43.5,foreign used,72366.0
Lagos,Toyota,Highlander V6 AWD,2004,Black,3.8,foreign used,85000.0
Abuja,Mercedes-Benz,GLE-Class,2016,Black,23.0,foreign used,35214.0
Lagos,Mercedes-Benz,C300,2018,Black,17.0,foreign used,72366.0
Lagos,Toyota,4-Runner Limited V6 4x4,2005,Blue,4.4,foreign used,72366.0
Lagos,Toyota,Venza,2010,Silver,6.8,foreign used,96742.0
Abuja,Land Rover,Range Rover,2007,Black,3.0,nigerian used,60896.0
Ibadan,Hyundai,Santa Fe 2.7 V6,2009,Green,3.15,foreign used,113451.0
Lagos,Lexus,RX 350,2007,Black,5.4,foreign used,923500.0
Lagos,Mercedes-Benz,GLK-Class,2009,Gray,8.6,foreign used,72366.0
Lagos,Honda,Pilot EX-L 4x4 (3.5L 6cyl 5A),2006,White,1.72,nigerian used,142051.0
Lagos,Lexus,RX,2019,Black,23.0,foreign used,9000.0
Abuja,Hyundai,Sonata,2016,Black,7.5,foreign used,72366.0
Lagos,Lexus,RX,2010,Gray,9.5,foreign used,40520.0
Abuja,BMW,X6 xDrive 50i,2009,Black,8.5,foreign used,60000.0
Lagos,Toyota,Highlander Limited,2019,Red,14.0,foreign used,72366.0
Ibadan,Toyota,Corolla,2010,Gray,3.45,foreign used,96000.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2012,Black,13.0,foreign used,2.0
Ibadan,Pontiac,Vibe 1.8 AWD,2005,Orange,2.69,foreign used,162853.0
Lagos,Chevrolet,Aveo LS,2011,Black,1.29,nigerian used,90435.0
Abuja,Mercedes-Benz,M Class,2015,White,13.5,foreign used,72366.0
Abuja,Lexus,RX,2006,Silver,3.7,nigerian used,112366.0
Lagos,Lexus,RX,2002,Silver,3.2,foreign used,72366.0
Ibadan,Mercedes-Benz,C180,2004,Blue,1.98,foreign used,99000.0
Abuja,Toyota,Camry,2004,Blue,1.6,nigerian used,112366.0
Abuja,Mercedes-Benz,S-Class S 500 (W222),2019,Black,170.0,brand new,1700.0
Lagos,Lexus,ES 330,2005,Silver,3.45,foreign used,78625.0
Lagos,Acura,MDX,2009,Blue,4.5,foreign used,124000.0
Lagos,Lexus,ES 350,2011,Black,5.95,foreign used,56395.0
Abuja,Mercedes-Benz,C300,2008,Black,4.3,foreign used,78000.0
Lagos,Lexus,ES 350,2008,Silver,4.4,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2013,White,6.7,foreign used,72366.0
Ibadan,Toyota,Highlander Limited,2009,Gray,6.75,foreign used,72366.0
Lagos,Toyota,RAV4 Limited,2007,Black,3.0,nigerian used,112366.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2014,Black,9.4,foreign used,81000.0
Lagos,Mercedes-Benz,GL-Class,2012,Gray,6.91,foreign used,93469.0
Abuja,BMW,X3,2008,White,4.6,foreign used,151265.0
Abuja,Mercedes-Benz,GLS-Class Matt,2021,Black,300.0,brand new,811.0
Ibadan,Toyota,Corolla,2011,Silver,4.0,foreign used,121874.0
Abuja,Lexus,RX,2010,White,7.5,nigerian used,112366.0
Lagos,Peugeot,406 1.8,1999,Red,1.07,nigerian used,135817.0
Ibadan,Acura,TSX 2.4,2010,Black,3.45,foreign used,98450.0
Abuja,Toyota,Corolla,2003,Blue,1.6,nigerian used,188755.0
Lagos,Toyota,Venza V6 AWD,2011,White,8.0,foreign used,58206.0
Lagos,Lexus,RX,1999,Gold,1.69,nigerian used,59302.0
Abuja,Hyundai,Elantra,2014,Black,5.4,foreign used,70001.0
Lagos,Hyundai,Sonata,2006,Gold,2.14,foreign used,179989.0
Lagos,Lexus,ES 350,2010,Black,5.8,foreign used,125000.0
Abuja,BMW,120i,2008,Silver,2.95,foreign used,56200.0
Lagos,Mercedes-Benz,M Class,2011,White,7.3,foreign used,61349.0
Abuja,Honda,Pilot,2005,Gold,2.15,nigerian used,102457.0
Abuja,Toyota,Corolla,2014,Red,5.8,foreign used,54000.0
Lagos,Lexus,GX 470,2007,White,6.5,foreign used,62514.0
Abuja,Mercedes-Benz,E350,2010,Black,6.8,foreign used,58321.0
